==================== Evaluating with noise_std = 1.7 in Dataset 1 with random state = 5 ====================
ODS is enabled
mse 2.823955770248749
Splitting data into training and validation set
Not whitening the data...
Set parameter TokenServer to value "license1.computecanada.ca"
Read parameters from file gurobi.env
Set parameter MIPGap to value 0.05
Set parameter TimeLimit to value 18000
using QPBO:
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "AlmaLinux 9.3 (Shamrock Pampas Cat)")

CPU model: Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 32 physical cores, 32 logical processors, using up to 32 threads

Optimize a model with 72 rows, 216 columns and 216 nonzeros
Model fingerprint: 0x9f32eb83
Model has 7884 quadratic objective terms
Variable types: 0 continuous, 216 integer (216 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [0e+00, 0e+00]
  QObjective range [4e-04, 3e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 1903.2351577
Presolve time: 0.08s
Presolved: 72 rows, 216 columns, 216 nonzeros
Presolved model has 7884 quadratic objective terms
Variable types: 0 continuous, 216 integer (216 binary)
Found heuristic solution: objective 6230.1493349

Root relaxation: objective 1.026217e+04, 293 iterations, 0.03 seconds (0.01 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 3198817 1628895 7932.85851   33  146 7215.31461 8008.15063  11.0%   4.8  805s
 3226886 1641837 7649.86898   38  116 7215.31461 8006.91187  11.0%   4.8  810s
 3255502 1655809 7266.53055   43  130 7215.31461 8005.54169  11.0%   4.8  815s
 3280304 1666908 7911.26433   33  141 7215.31461 8004.34901  10.9%   4.8  820s
 3307942 1678898 7660.50450   37  147 7215.31461 8003.20662  10.9%   4.8  825s
 3331941 1689796 7570.36996   35  142 7215.31461 8002.16639  10.9%   4.8  830s
 3360854 1702682 7531.59254   35  143 7215.31461 8000.90872  10.9%   4.8  835s
 3389714 1716169 7924.30578   38  142 7215.31461 7999.62034  10.9%   4.8  840s
 3419163 1729758 7796.07884   37  139 7215.31461 7998.36786  10.9%   4.8  845s
 3443290 1740721 7540.21744   38  132 7215.31461 7997.43467  10.8%   4.8  850s
 3472087 1754033 7563.22430   39  144 7215.31461 7996.07285  10.8%   4.8  856s
 3494906 1764221 7402.47905   39  139 7215.31461 7995.04079  10.8%   4.8  860s
 3524187 1777078 7583.94891   31  154 7215.31461 7993.78858  10.8%   4.8  865s
 3549220 1788261 7252.70628   39  133 7215.31461 7992.81253  10.8%   4.8  870s
 3578703 1801442 7640.63729   30  157 7215.31461 7991.56103  10.8%   4.8  875s
 3598981 1810667 7589.28374   42  122 7215.31461 7990.76606  10.7%   4.8  881s
 3620402 1819714 7708.00893   32  159 7215.31461 7989.90648  10.7%   4.8  885s
 3644177 1831546 7224.79012   39  147 7215.31461 7988.95817  10.7%   4.8  890s
 3674030 1844413 7234.77719   38  138 7215.31461 7987.76508  10.7%   4.8  895s
 3695380 1854016 7579.99409   38  145 7215.31461 7986.91220  10.7%   4.8  900s
 3724881 1866634 7848.83004   31  151 7215.31461 7985.78317  10.7%   4.8  905s
 3737729 1885024 7746.45868   34  129 7215.31461 7985.30265  10.7%   4.8  914s
 3769761 1886823 7795.11030   39  120 7215.31461 7984.11169  10.7%   4.8  915s
 3794869 1896651 7518.49588   41  135 7215.31461 7983.16510  10.6%   4.8  920s
 3818813 1906321     cutoff   41      7215.31461 7982.37893  10.6%   4.8  925s
 3844437 1917775 7340.20145   35  149 7215.31461 7981.39688  10.6%   4.8  930s
 3866115 1927306 7429.27801   37  154 7215.31461 7980.58604  10.6%   4.8  935s
 3891499 1937928 7394.23668   38  149 7215.31461 7979.61658  10.6%   4.8  940s
 3913531 1947516 7955.41190   38  114 7215.31461 7978.79584  10.6%   4.8  945s
 3939594 1958313 7823.72571   34  137 7215.31461 7977.82204  10.6%   4.8  950s
 3961174 1968210 7586.14775   31  159 7215.31461 7977.05475  10.6%   4.8  955s
 3986302 1979953 7481.64414   40  147 7215.31461 7976.15129  10.5%   4.8  960s
 4008639 1988992 7573.19192   35  167 7215.31461 7975.34163  10.5%   4.8  965s
 4034517 2000261     cutoff   43      7215.31461 7974.46112  10.5%   4.8  970s
 4056455 2010258 7685.10866   37  149 7215.31461 7973.63570  10.5%   4.8  975s
 4082532 2022318 7901.20266   33  170 7215.31461 7972.66670  10.5%   4.8  980s
 4104024 2031968 7275.36748   43  125 7215.31461 7971.89483  10.5%   4.8  985s
 4129877 2043956 7543.13319   36  153 7215.31461 7970.88535  10.5%   4.8  990s
 4151541 2053453 7712.85752   34  138 7215.31461 7970.16136  10.5%   4.8  995s
 4178527 2065408 7607.57679   36  134 7215.31461 7969.14448  10.4%   4.8 1000s
 4199871 2075284 7516.84279   36  161 7215.31461 7968.41759  10.4%   4.8 1005s
 4222842 2084634 7273.00886   43  125 7215.31461 7967.59210  10.4%   4.8 1010s
 4249130 2095561 7786.20067   30  151 7215.31461 7966.73523  10.4%   4.8 1015s
 4270277 2105559 7848.03732   34  156 7215.31461 7965.97269  10.4%   4.8 1020s
 4288533 2113341 7688.98772   36  121 7215.31461 7965.36730  10.4%   4.8 1025s
 4309956 2122946 7841.23200   35  153 7215.31461 7964.57731  10.4%   4.8 1030s
 4327439 2129654 7231.67888   43  120 7215.31461 7963.96982  10.4%   4.8 1035s
 4350797 2140918 7358.89174   43  148 7215.31461 7963.28045  10.4%   4.8 1040s
 4373201 2150997     cutoff   47      7215.31461 7962.55928  10.4%   4.8 1045s
 4395100 2160285 7728.50173   36  162 7215.31461 7961.79149  10.3%   4.8 1050s
 4422321 2170994 7672.72319   35  113 7215.31461 7960.86931  10.3%   4.8 1055s
 4449100 2182303     cutoff   41      7215.31461 7959.98007  10.3%   4.8 1060s
 4470797 2191510 7512.88773   42  127 7215.31461 7959.27759  10.3%   4.8 1065s
 4491819 2201214 7348.97926   42  127 7215.31461 7958.54252  10.3%   4.8 1070s
 4518350 2213059 7923.43352   31  160 7215.31461 7957.60001  10.3%   4.8 1075s
 4541394 2222713 7294.30268   45  131 7215.31461 7956.88342  10.3%   4.8 1080s
 4567907 2233671 7400.21212   39  150 7215.31461 7956.03672  10.3%   4.8 1085s
 4590154 2243002 7894.16272   33  154 7215.31461 7955.20510  10.3%   4.8 1090s
 4616737 2254406 7841.17702   37  125 7215.31461 7954.38462  10.2%   4.8 1095s
 4640100 2264337 7716.89465   36  138 7215.31461 7953.62387  10.2%   4.8 1100s
 4662003 2274219     cutoff   47      7215.31461 7952.94932  10.2%   4.8 1105s
 4684668 2283996 7362.47642   41  146 7215.31461 7952.24118  10.2%   4.8 1110s
 4711800 2296248     cutoff   43      7215.31461 7951.36154  10.2%   4.8 1115s
 4734640 2306387 7833.15593   37  151 7215.31461 7950.65722  10.2%   4.8 1120s
 4757750 2316145 7778.77270   37  142 7215.31461 7949.95974  10.2%   4.8 1125s
 4766733 2319707 7505.23377   37  143 7215.31461 7949.67699  10.2%   4.8 1130s
 4790692 2329905 7557.32673   37  131 7215.31461 7948.95464  10.2%   4.8 1135s
 4812845 2338472 7686.57912   34  145 7215.31461 7948.30946  10.2%   4.8 1140s
 4836595 2348568 7457.19739   42  130 7215.31461 7947.55874  10.1%   4.8 1145s
 4860114 2358452 7751.68601   36  149 7215.31461 7946.88058  10.1%   4.8 1150s
 4882622 2368093 7263.65877   38  143 7215.31461 7946.19227  10.1%   4.8 1155s
 4901072 2374074 7663.22840   38  147 7215.31461 7945.65901  10.1%   4.8 1160s
 4922149 2384604 7368.16322   45  110 7215.31461 7944.97857  10.1%   4.8 1165s
 4940168 2391865     cutoff   38      7215.31461 7944.44982  10.1%   4.8 1170s
 4963735 2401750 7710.85540   36  150 7215.31461 7943.72384  10.1%   4.8 1175s
 4985733 2410898 7400.09005   38  141 7215.31461 7943.19700  10.1%   4.8 1180s
 5009427 2420274 7318.48197   39  149 7215.31461 7942.54893  10.1%   4.8 1185s
 5033173 2429790     cutoff   44      7215.31461 7941.80843  10.1%   4.8 1190s
 5061061 2441756 7550.30622   38  139 7215.31461 7941.06184  10.1%   4.8 1195s
 5084670 2451350 7303.89618   39  150 7215.31461 7940.39738  10.0%   4.8 1200s
 5107351 2461204 7374.93263   37  141 7215.31461 7939.74317  10.0%   4.8 1205s
 5131113 2471360 7855.61790   29  146 7215.31461 7939.03588  10.0%   4.8 1210s
 5157548 2482071 7784.83749   34  137 7215.31461 7938.29114  10.0%   4.8 1215s
 5180988 2492464 7346.50954   38  143 7215.31461 7937.69279  10.0%   4.8 1220s
 5204115 2501736 7228.50911   43  148 7215.31461 7937.08192  10.0%   4.8 1225s
