==================== Evaluating with noise_std = 1.1 in Dataset 1 with random state = 6 ====================
ODS is enabled
mse 1.1954882531886288
Splitting data into training and validation set
Not whitening the data...
Set parameter TokenServer to value "license1.computecanada.ca"
Set parameter Threads to value 16
Read parameters from file gurobi.env
Set parameter MIPGap to value 0.05
Set parameter TimeLimit to value 18000
using QPBO:
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "AlmaLinux 9.3 (Shamrock Pampas Cat)")

CPU model: Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 32 physical cores, 32 logical processors, using up to 16 threads

Optimize a model with 72 rows, 216 columns and 216 nonzeros
Model fingerprint: 0x215dbcee
Model has 7884 quadratic objective terms
Variable types: 0 continuous, 216 integer (216 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [0e+00, 0e+00]
  QObjective range [1e-03, 5e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 1387.7999143
Presolve time: 0.06s
Presolved: 72 rows, 216 columns, 216 nonzeros
Presolved model has 7884 quadratic objective terms
Variable types: 0 continuous, 216 integer (216 binary)
Found heuristic solution: objective 5089.6993927

Root relaxation: objective 8.976267e+03, 303 iterations, 0.03 seconds (0.01 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 7278064 3170297 6802.78820   49  150 6355.98801 6952.95462  9.39%   4.8  930s
 7314009 3183874 6536.11149   50  152 6355.98801 6952.33753  9.38%   4.8  935s
 7353629 3198433 6577.51986   48  140 6355.98801 6951.69199  9.37%   4.8  940s
 7394948 3213171 6910.87895   44  157 6355.98801 6951.03258  9.36%   4.8  945s
 7434842 3228084 6398.69672   53  136 6355.98801 6950.37720  9.35%   4.8  950s
 7476503 3243721 6367.62559   53  131 6355.98801 6949.65593  9.34%   4.8  955s
 7519681 3259006 6427.38764   54  135 6355.98801 6948.96357  9.33%   4.8  960s
 7555015 3272867 6519.96340   49  146 6355.98801 6948.39112  9.32%   4.8  965s
 7595210 3287099 6781.76258   51  148 6355.98801 6947.72675  9.31%   4.8  970s
 7635253 3302047 6592.49653   52  140 6355.98801 6947.09469  9.30%   4.8  975s
 7675012 3316055 6452.97280   52  141 6355.98801 6946.47729  9.29%   4.8  980s
 7717982 3332263 6366.36666   51  120 6355.98801 6945.77353  9.28%   4.8  985s
 7756968 3346502 6396.13049   60  130 6355.98801 6945.17471  9.27%   4.8  990s
 7793636 3359599 6726.58990   51  145 6355.98801 6944.61151  9.26%   4.8  995s
 7833858 3374025     cutoff   54      6355.98801 6943.97088  9.25%   4.8 1000s
 7874915 3388631 6523.63412   51  149 6355.98801 6943.34088  9.24%   4.8 1005s
 7915929 3404354 6644.99491   54  113 6355.98801 6942.67116  9.23%   4.8 1010s
 7956808 3418788 6390.61895   57  128 6355.98801 6942.04930  9.22%   4.8 1015s
 7997317 3433648 6844.60874   46  135 6355.98801 6941.44013  9.21%   4.8 1020s
 8033972 3447328 6702.82339   43  155 6355.98801 6940.86403  9.20%   4.8 1025s
 8076815 3463575 6582.66360   51  134 6355.98801 6940.20591  9.19%   4.8 1030s
 8116671 3478467 6576.48510   50  146 6355.98801 6939.60119  9.18%   4.8 1035s
 8157277 3493106 6356.83911   48  149 6355.98801 6938.99861  9.17%   4.8 1040s
 8198017 3507649 6573.36692   53  122 6355.98801 6938.38336  9.16%   4.8 1045s
 8236241 3521747     cutoff   52      6355.98801 6937.78188  9.15%   4.8 1050s
 8276582 3536465 6475.66646   50  153 6355.98801 6937.15294  9.14%   4.8 1055s
 8317502 3551001 6873.31030   48  154 6355.98801 6936.57516  9.13%   4.8 1060s
 8358769 3565267 6402.35925   52  144 6355.98801 6935.95613  9.12%   4.8 1065s
 8401319 3579821 6435.90253   50  147 6355.98801 6935.36830  9.12%   4.8 1070s
 8442049 3594686 6761.25421   48  157 6355.98801 6934.77858  9.11%   4.8 1075s
 8478835 3606819 6427.13969   54  129 6355.98801 6934.25059  9.10%   4.8 1080s
 8519749 3621350 6505.39304   53  135 6355.98801 6933.65672  9.09%   4.8 1085s
 8559970 3635008 6368.60622   50  133 6355.98801 6933.09573  9.08%   4.8 1090s
 8600910 3649960     cutoff   52      6355.98801 6932.49595  9.07%   4.8 1095s
 8639619 3663373     cutoff   52      6355.98801 6931.97726  9.06%   4.8 1100s
 8683027 3678059 6845.75078   51  156 6355.98801 6931.36058  9.05%   4.8 1105s
 8718939 3692177     cutoff   59      6355.98801 6930.83531  9.04%   4.8 1110s
 8757623 3705242 6628.14655   49  142 6355.98801 6930.30637  9.04%   4.8 1115s
 8801059 3720492 6438.20095   52  145 6355.98801 6929.68177  9.03%   4.8 1120s
 8841099 3735283 6387.83127   55  124 6355.98801 6929.12209  9.02%   4.8 1125s
 8881649 3748939 6602.91343   52  133 6355.98801 6928.58268  9.01%   4.8 1130s
 8916365 3761382 6403.24942   55  125 6355.98801 6928.06856  9.00%   4.8 1135s
 8957741 3776128 6428.48894   57  126 6355.98801 6927.47428  8.99%   4.8 1140s
 9000533 3791817 6547.15346   48  158 6355.98801 6926.85173  8.98%   4.8 1145s
 9041095 3806131 6357.19899   53  126 6355.98801 6926.30524  8.97%   4.8 1150s
 9081939 3820492 6611.70556   46  154 6355.98801 6925.75450  8.96%   4.8 1155s
 9122636 3835065     cutoff   54      6355.98801 6925.18988  8.96%   4.8 1160s
 9158009 3847366 6700.29223   54  126 6355.98801 6924.70457  8.95%   4.8 1165s
 9197883 3861685 6602.79322   48  148 6355.98801 6924.16265  8.94%   4.8 1170s
 9238801 3875868     cutoff   56      6355.98801 6923.58929  8.93%   4.8 1175s
 9278694 3890471 6921.64431   46  155 6355.98801 6923.03852  8.92%   4.8 1180s
 9319558 3904569 6390.46644   49  150 6355.98801 6922.51136  8.91%   4.8 1185s
 9361643 3919758 6810.13750   47  145 6355.98801 6921.93240  8.90%   4.8 1190s
 9398528 3933136 6637.26501   54  148 6355.98801 6921.46819  8.90%   4.8 1195s
 9439425 3947146 6443.31679   55  118 6355.98801 6920.90627  8.89%   4.8 1200s
 9482907 3962767 6801.00666   48  148 6355.98801 6920.32690  8.88%   4.8 1205s
 9523163 3976396 6866.17351   49  142 6355.98801 6919.82060  8.87%   4.8 1210s
 9563381 3990609 6688.58346   54  133 6355.98801 6919.28299  8.86%   4.8 1215s
 9604517 4005095 6442.81377   51  151 6355.98801 6918.74489  8.85%   4.8 1220s
 9641200 4017301 6452.52497   51  153 6355.98801 6918.27480  8.85%   4.8 1225s
 9683845 4032694 6860.14144   51  138 6355.98801 6917.74346  8.84%   4.8 1230s
 9724097 4047021     cutoff   52      6355.98801 6917.23573  8.83%   4.8 1235s
 9764385 4060780 6836.47692   51  147 6355.98801 6916.76935  8.82%   4.8 1240s
 9803311 4074540 6364.29420   58  131 6355.98801 6916.25278  8.81%   4.8 1245s
 9846391 4089548 6546.04273   54  124 6355.98801 6915.72076  8.81%   4.8 1250s
 9882069 4102337 6580.35446   53  152 6355.98801 6915.26789  8.80%   4.8 1255s
 9923443 4116056 6518.28594   51  124 6355.98801 6914.77468  8.79%   4.8 1260s
 9964195 4130700 6364.65954   54  147 6355.98801 6914.25064  8.78%   4.8 1265s
 10004698 4143360 6582.83575   49  152 6355.98801 6913.77598  8.78%   4.8 1270s
